DateTime,UP_Velocity_mps,UP_Direction,UP_Depth,DN_Velocity_mps,DN_Direction,DN_Depth,PAR,UP_Oxy,UP_Temp,DN_Oxy,DN_Temp,PP,DNOff,O2_Diff,UPDN,Season
5/24/2013 12:00,0.127965821,173.0079152,1.592888919,0.116812269,156.139636,2.412154513,1352.607792,7.501636364,28.45927273,8.484684673,28.62181818,1.821843314,8.484391288,0.982754924,27,Winter
5/24/2013 13:00,0.120186412,177.7093947,1.547993571,0.11297907,161.843835,2.365367688,1355.613983,7.496610169,28.44983051,8.487726273,28.63271186,1.46113568,8.359776056,0.863165886,27,Winter
5/24/2013 14:00,0.107979718,177.770033,1.499116547,0.117053044,160.8228038,2.315065423,1121.94525,7.48525,28.4385,8.379974443,28.58633333,0.962771321,8.089701728,0.604451728,27,Winter
5/24/2013 15:00,0.099867005,170.1419487,1.457339652,0.109698246,151.2273413,2.271682473,751.0023333,7.370625,28.41216667,8.147612838,28.51216667,0.232270378,7.604718593,0.234093593,27,Winter
5/24/2013 16:00,0.083156606,168.2549867,1.413405749,0.107947461,158.6634565,2.233236057,329.6951724,7.127456897,28.3612069,7.734190141,28.40448276,-0.721537353,6.732028707,-0.395428189,27,Winter
5/24/2013 17:00,0.085790416,156.3770535,1.385894231,0.100928551,156.152404,2.207972122,31.99652548,6.678983051,28.30118644,7.044354836,28.26254237,-1.018054375,5.999283719,-0.679699332,27,Winter
5/24/2013 18:00,0.092719587,154.5465694,1.377914325,0.104900837,153.345069,2.200333881,0,6.533583333,28.28066667,6.241880127,28.174,-1.21989858,5.729823996,-0.803759337,27,Winter
5/24/2013 19:00,0.08907125,159.5549314,1.427605207,0.102221807,150.1865664,2.251992674,0,6.573464912,28.32140351,5.749800828,28.14877193,-0.982544566,5.913569333,-0.659895579,27,Winter
5/24/2013 20:00,0.093100358,161.6316949,1.476218261,0.107799027,151.2238814,2.300310291,0,6.627542373,28.34694915,5.844895623,28.19542373,-1.09173921,5.949507575,-0.678034798,27,Winter
5/24/2013 21:00,0.096918548,165.0767033,1.508576702,0.109838101,149.6538182,2.331760372,0,6.66825,28.33883333,5.933857566,28.23033333,-1.02035652,6.064247209,-0.604002791,27,Winter
5/24/2013 22:00,0.11112159,165.902046,1.572453185,0.10683059,148.0274783,2.393086069,0,6.73025,28.32783333,6.028792343,28.238,-0.944988524,6.210773075,-0.519476925,27,Winter
5/24/2013 23:00,0.122974213,163.7080548,1.597371466,0.125661875,146.6390695,2.411628478,0,6.807416667,28.338,6.191992305,28.238,-1.334851447,6.175228563,-0.632188104,27,Winter
5/25/2013 0:00,0.112579141,178.0909524,1.601581988,0.112271176,158.3618913,2.428530028,0,6.774458333,28.35866667,6.176618071,28.23683333,-1.066832516,6.216779336,-0.557678998,27,Winter
5/25/2013 1:00,0.11473826,176.8780651,1.603785623,0.104955964,153.6481159,2.425087466,0,6.788041667,28.3735,6.206201145,28.25716667,-1.021766911,6.238473591,-0.549568076,27,Winter
5/25/2013 2:00,0.117211948,168.6940294,1.567222458,0.109470788,153.1517767,2.385511228,0,6.809833333,28.369,6.237756425,28.274,-1.047238638,6.256268258,-0.553565075,27,Winter
5/25/2013 3:00,0.110864993,164.4995828,1.518148034,0.1068819,153.3319569,2.339920502,0,6.752711864,28.34728814,6.257782359,28.26677966,-1.047878438,6.163380898,-0.589330966,27,Winter
5/25/2013 4:00,0.108727579,162.3433984,1.49320988,0.111692715,149.830004,2.311506542,0,6.707833333,28.29883333,6.182579508,28.24533333,-1.016204302,6.14125285,-0.566580484,27,Winter
5/25/2013 5:00,0.106341294,159.4526658,1.4653367,0.117061561,144.5608214,2.279769085,0,6.719666667,28.26683333,6.152413737,28.196,-1.135220985,6.085762173,-0.633904494,27,Winter
5/25/2013 6:00,0.101810012,156.8411667,1.441245722,0.111712667,144.6145952,2.259018607,39.39385396,6.715916667,28.25633333,6.091365028,28.16266667,-0.300507341,6.559315483,-0.156601183,27,Winter
5/25/2013 7:00,0.103224349,156.8696795,1.459643241,0.114027158,153.3741342,2.274979472,323.9820417,6.9985,28.29183333,6.382803137,28.17666667,0.632690526,7.383383407,0.384883407,27,Winter
5/25/2013 8:00,0.126424144,154.6432179,1.503706155,0.122013786,145.3684542,2.310571134,757.7204167,7.255166667,28.39366667,7.219511102,28.30466667,1.282375269,7.937707476,0.682540809,27,Winter
5/25/2013 9:00,0.121215902,161.8522922,1.540375921,0.115528661,148.5763258,2.35150414,1101.965292,7.417458333,28.462,7.913816902,28.50466667,1.764738102,8.386159995,0.968701662,27,Winter
5/25/2013 10:00,0.124663107,159.48275,1.592321311,0.116901191,145.8921288,2.405184597,1362.021667,7.495708333,28.53116667,8.341157863,28.65216667,2.098310929,8.623541759,1.127833425,27,Winter
5/25/2013 11:00,0.139648924,159.8975246,1.616382936,0.119999681,149.0133768,2.430021476,1581.207917,7.505625,28.62316667,8.594182798,28.78116667,2.117156701,8.548822083,1.043197083,27,Winter
5/25/2013 12:00,0.149337529,164.2670214,1.613159416,0.128378497,148.8789845,2.420841473,1177.482083,7.4585,28.64816667,8.546043067,28.849,1.704284889,8.253260273,0.794760273,27,Winter
5/25/2013 13:00,0.1329422,163.6894611,1.578406268,0.13206215,144.0433412,2.385445323,1006.04825,7.434875,28.5335,8.220405131,28.769,1.666393459,8.311171383,0.876296383,27,Winter
5/25/2013 14:00,0.117461429,167.7871674,1.529321295,0.116146565,153.5018279,2.341812767,1164.350792,7.493416667,28.64916667,8.295752326,28.70733333,0.53453175,8.050167982,0.556751316,27,Winter
5/25/2013 15:00,0.121151175,160.9724551,1.495134045,0.122323446,148.5363124,2.301156895,504.394875,7.309875,28.65766667,8.091763578,28.69183333,0.335353997,7.617493103,0.307618103,27,Winter
5/25/2013 16:00,0.11967519,159.9963159,1.450049132,0.117257265,147.1524592,2.261708767,289.6810417,7.188,28.52233333,7.680917422,28.638,-0.582369871,6.942192187,-0.245807813,27,Winter
5/25/2013 17:00,0.128383087,153.9338781,1.437771841,0.123351464,144.5297881,2.232113847,29.08645416,7.018166667,28.45433333,7.020990741,28.45633333,-1.114289281,6.478230965,-0.539935702,27,Winter
5/25/2013 18:00,0.115951656,156.7422126,1.420953638,0.118847909,144.8548175,2.224994067,0,6.82025,28.369,6.483968288,28.3485,-0.959103977,6.301673796,-0.518576204,27,Winter
5/25/2013 19:00,0.122650227,144.7038194,1.434678726,0.129290382,143.2344762,2.231982798,0,6.833041667,28.3355,6.301718619,28.22233333,-0.993222641,6.331077579,-0.501964087,27,Winter
5/25/2013 20:00,0.138627881,155.6125513,1.468643509,0.125276528,144.240342,2.266564275,0,6.92625,28.40216667,6.342686695,28.18433333,-1.239309478,6.336187383,-0.590062617,27,Winter
5/25/2013 21:00,0.127678963,159.9551355,1.506123816,0.125220984,140.2665213,2.309734503,0,6.8025,28.38533333,6.350082464,28.18333333,-1.110331025,6.264739775,-0.537760225,27,Winter
5/25/2013 22:00,0.133768571,162.1308876,1.557368884,0.127383274,148.0349292,2.361834579,0,6.730541667,28.34733333,6.275317966,28.154,-1.100025156,6.223144179,-0.507397487,27,Winter
5/25/2013 23:00,0.149663679,165.3541008,1.607057019,0.131242415,141.621831,2.41082477,0,6.735791667,28.2935,6.240580264,28.13166667,-1.114524382,6.272718241,-0.463073426,27,Winter
5/26/2013 0:00,0.138283181,163.931873,1.597617425,0.118946208,148.7425214,2.411956335,0,6.718625,28.23783333,6.262677925,28.10333333,-0.952128795,6.276124777,-0.442500223,27,Winter
5/26/2013 1:00,0.137877201,163.7853571,1.57269853,0.131359795,147.367143,2.379067405,0,6.689375,28.214,6.280472592,28.05583333,-0.791509731,6.338697462,-0.350677538,27,Winter
5/26/2013 2:00,0.150861577,159.6201999,1.54160994,0.13312895,142.9907955,2.345010411,0,6.806583333,28.25283333,6.342641872,28.0535,-1.126578824,6.321530314,-0.485053019,27,Winter
5/26/2013 3:00,0.135907312,159.5155429,1.495100527,0.127449378,144.9853896,2.302796979,0,6.760666667,28.2485,6.32888126,28.08016667,-0.958029069,6.315210294,-0.445456373,27,Winter
5/26/2013 4:00,0.120626989,158.4475696,1.475751427,0.127147136,149.6352576,2.277111552,0,6.673625,28.22583333,6.31673427,28.08666667,-0.937028661,6.203735889,-0.469889111,27,Winter
5/26/2013 5:00,0.138858853,157.6783507,1.482925126,0.134002561,146.3687143,2.269943033,0,6.768458333,28.19116667,6.191364785,28.06183333,-0.970216555,6.324443799,-0.444014535,27,Winter
